full_name,contact_id
Shelter Resources Inc - Corey Baldwin - 425-454-8205,0011N00001FFmkTQAT
Mission Housing Development Property Iv Inc - Shirley Wang - 415-864-6432,0011N00001FFmkUQAT
"Franklin Senior Housing, Inc. -  - 651-291-1750",0011N00001FFmkVQAT
Bethesda Corp -  - 812-235-5083,0011N00001FFmkWQAT
"Chalkville Manor, Ltd -  - 205-328-9600",0011N00001FFmkXQAT
Wartburg Lutheran Home -  - 914-365-6365,0011N00001FFmkYQAT
The Isbs Group - Jim Tredwell - 949-412-6494,0011N00001FFmkZQAT
Jon Berkley Management Inc - Business - 530-753-5910,0011N00001FFmkaQAD
Renacer Partners Llc - Robert Ross - 917-757-5921,0011N00001FFmkbQAD
Franklin Foundation Of North Orange Park Inc. -  - 614-451-1919,0011N00001FFmkcQAD
"Blanchester Friends Housing, Inc. -  - 937-382-8907",0011N00001FFmkdQAD
Freedomview Management Company LLC -  - 248-355-6800,0011N00001FFmkeQAD
Los Angeles Lomod - Business - 213-483-7538,0011N00001FFmkfQAD
"Washington Court House Rehab, Llc -  - 614-471-6497",0011N00001FFmkgQAD
"Life Concept Group Homes 1,inc -  - 407-218-4300",0011N00001FFmkhQAD
"Obannon Terrace Of Goshen, Inc -  - 513-575-9946",0011N00001FFmkiQAD
Pratt Plaza LLC - Russel Pratt - 815-625-5558,0011N00001FFmkjQAD
Albert Einstein Residence Center Inc - Leslie Finke - 916-482-6999,0011N00001FFmkkQAD
"Ashton Bridge Creek, Lp -  - 229-244-2800",0011N00001FFmklQAD
"United Church Residences Of Athens, Georgia, Inc. -  - 614-382-4885",0011N00001FFmkmQAD
FW Management Corporation - LLC Washi - 732-367-0129,0011N00001FFmknQAD
St. George Management Corp -  - 215-627-4389,0011N00001FFmkoQAD
Van Binsbergen & Assoc. LLC -  - 320-269-6640,0011N00001FFmkpQAD
"United Church Homes, Inc. -  - 740-382-4885",0011N00001FFmkqQAD
Professional Rental Management -  - 785-628-3149,0011N00001FFmkrQAD
"BHC Property Management, LLC -  - 251-689-5340",0011N00001FFmksQAD
Patritti Enterprises - Jolene Frazier - 626-330-3258,0011N00001FFmktQAD
SVN Affrodable-Levental Realty - Carson Stephens - 513-321-7589,0011N00001FFmkuQAD
Sasso Realty Management -  - 908-753-2384,0011N00001FFmkvQAD
"Woodwinds Associates, Ltd., Limited Partnership -  - 781-707-9000",0011N00001FFmkwQAD
River Falls Housing Authority -  - 715-425-7640,0011N00001FFmkxQAD
Mccann Village Corporation - Mark Thayer - 641-792-3018,0011N00001FFmkyQAD
Northeast Denver Housing Center - LLC Whitt - 303-377-3334,0011N00001FFmkzQAD
Linda Loomis - James Loomis - 949-206-1938,0011N00001FFml0QAD
"New York City Association for the Help of Retarded Children  Development Company, Inc. -  - 212-780-2500",0011N00001FFml1QAD
First California Bank - ,0011N00001FFml2QAD
AROOSTOOK AREA AGENCY ON AGING -  - 207-764-3396,0011N00001FFml3QAD
Lone Star District Missionary Baptist Association of Texas -  - 409-489-9922,0011N00001FFml4QAD
HP 680 ST NICHOLAS HOUSING DVPMNT - Irving Langer - 718-434-9440,0011N00001FFml5QAD
"United Marketing, Inc. -  - 425-562-1200",0011N00001FFml6QAD
Phoenix Realty Group - R. Alex Saunders - 310-598-2691,0011N00001FFml7QAD
"Eden Management Services, Inc. -  - 402-489-2333",0011N00001FFml8QAD
Boondockers Llc /  Capmark Llc (formally Gmac) - ,0011N00001FFml9QAD
"Gentry Place, A Mn Limited Partnership -  - 651-464-5700",0011N00001FFmlAQAT
"VOICE OF THE PEOPLE IN UPTOWN, INC. -  - 773-769-2442",0011N00001FFmlBQAT
Berkadia Real Estate Advisors - Alex Mogharebi - 909-235-7888,0011N00001FFmlCQAT
"Ocean Beach Apartments, Lp -  - 510-891-9200",0011N00001FFmlDQAT
Cox Castle Nicholson - Ofer Elitzur - 415-262-5165,0011N00001FFmlEQAT
Onondaga Association for Retarded Citizens -  - 315-476-7441,0011N00001FFmlFQAT
Tingley Housing Corporation -  - 641-772-4295,0011N00001FFmlGQAT
MHA of Greater Lowell -  - 508-458-6282,0011N00001FFmlHQAT
Mint Management -  - 908-668-1775,0011N00001FFmlIQAT
Concerned Citizens Of South Central Los Angeles - Noreen Mcclendon - 323-846-2500,0011N00001FFmlJQAT
Atlas Investment Propeties - Dennis Curley - 714-307-5020,0011N00001FFmlKQAT
Dimeo Properties Inc. - Paul Dimeo - 401-368-4334,0011N00001FFmlLQAT
"Evergreen Real Estate Services, LLC -  - 312-234-9400",0011N00001FFmlMQAT
Twinsburg Senior Housing Ltd -  - 440-946-3600,0011N00001FFmoXQAT
Sunnyvale Life Inc - Barbara Hubbard - 650-988-9856,0011N00001FFmoYQAT
"Nbc-Usa Housing, Inc., 14 -  - 504-524-5471",0011N00001FFmoZQAT
Ambling Management Company -  - 229-244-2800,0011N00001FFmoaQAD
"Cornerstone Properties, Inc. -  - 317-574-4700",0011N00001FFmobQAD
Rondell Homes - Robert Case - 949-759-9029,0011N00001FFmocQAD
Community Housing Works - Nhan Ho - 619-450-8719,0011N00001FFmodQAD
Jefferson Metropolitan Housing Authority -  - 740-282-0994,0011N00001FFmoeQAD
Innovative Housing Opportunities Inc - Pat Whitaker - 949-863-9740,0011N00001FFmofQAD
PARK FOREST LIMITED DIVIDEND HOUSING ASSOC - PARK ASSOC - 517-887-4200,0011N00001FFmogQAD
intercontinental affordable housing - CALIFORNIA CALIFORN - 562-826-7259,0011N00001FFmohQAD
PNC Real Estate - Jason Shaffer - 818-616-3206,0011N00001FFmoiQAD
Salem 7th Day Baptist Housing Corp. a WV Corp -  - 304-782-3618,0011N00001FFmojQAD
"Jobco Realty and Construction, Inc. - Robert Pascucci - 516-487-0050",0011N00001FFmokQAD
Belle Tower Llc -  - 630-986-8611,0011N00001FFmolQAD
"Esther Tuke Apartments, Inc. -  - 937-382-7392",0011N00001FFmomQAD
Belmont Management -  - 716-854-1251,0011N00001FFmonQAD
Limestone Senior Housing Inc - Betty Oliver - 256-933-1020,0011N00001FFmooQAD
"WELLES COUNTRY VILLAGE, Ltd. - Ltd WELLE - 860-646-8782",0011N00001FFmopQAD
"Western Manor, A limited Partnership -  - 641-782-7074",0011N00001FFmoqQAD
Grand Junction Housing Authority - Business - 970-241-5514,0011N00001FFmorQAD
88TH Street Llc - Rick Johnson - 312-266-6455,0011N00001FFmosQAD
"Park Avenue Management, Corp. -  - 712-274-7740",0011N00001FFmotQAD
Amalie Stenzel - Ulrich Stenzel - 714-842-6301,0011N00001FFmouQAD
Vallejo Carolina Partners A Calif Limited Partner - Business - 707-422-5919,0011N00001FFmovQAD
Federal Capital Partners - Lacy Rice - 240-395-2002,0011N00001FFmowQAD
Clinton Housing Authority -  - 563-243-1280,0011N00001FFmoxQAD
"EP RAD-2 Alamito Place Casitas, LLC -  - 915-849-3742",0011N00001FFmoyQAD
Project Management Inc - Business - 916-366-0486,0011N00001FFmozQAD
North Side Associates - North Associates - 412-322-1121,0011N00001FFmp0QAD
"Volunteers of America of Oklahoma, Inc. -  - 918-307-3059",0011N00001FFmp1QAD
First American Title Insurance Company - Kathy Huntsman - 714-250-8406,0011N00001FFmp2QAD
The Housing Authority of the City of Copperas Cove -  - 254-547-9449,0011N00001FFmp3QAD
"Noble Manor Investors, Lp - Scott Thorman - 317-705-2070",0011N00001FFmp4QAD
"MHPI, INC -  - 617-789-4500",0011N00001FFmp5QAD
"STARKEY RESIDENTIAL, INC -  - 316-942-4221",0011N00001FFmp6QAD
Barrio Management - Jose Casillas - 323-981-9819,0011N00001FFmp7QAD
"PLANO COMMUNITY HOME PHASE IV, INC. -  - 972-867-1905",0011N00001FFmp8QAD
"APPLE VALLEY SENIOR HOUSING CORP., INC. -  - 518-643-6766",0011N00001FFmp9QAD
"Neider House, Ltd. -  - 208-664-3095",0011N00001FFmpAQAT
"GRADY MANAGEMENT, INC. -  - 301-587-3330",0011N00001FFmpBQAT
"Community Realty Company, Inc. -  - 301-474-9050",0011N00001FFmpCQAT
"STAR, INC., LIGHTING THE WAY -  - 203-846-9581",0011N00001FFmpDQAT
"Presbyterian Apartments Of Northport II, Inc. -  - 205-339-5180",0011N00001FFmpEQAT
"PFI HOUSING COMPANY OF AUBURN, INC. - INC H - 315-424-1821",0011N00001FFmpFQAT
City Of Brea - Kathie Derobbio - 714-674-4403,0011N00001FFmpGQAT
Baldwin Real Estate Corporation -  - 585-292-0480,0011N00001FFmpHQAT
"OCCK, Inc. -  - 785-827-9383",0011N00001FFmpIQAT
Lido Advisors - Gregory Kushner - 310-278-8232,0011N00001FFmpJQAT
Kansas City Baptist Temple -  - 816-358-1515,0011N00001FFmpKQAT
"Shoals Presbyterian Apartments, Inc. -  - 256-767-2211",0011N00001FFmpLQAT
SKM Management Company - Sanford Metzel - 303-388-0907,0011N00001FFmpMQAT
"Independent Housing Advocates, Inc -  - 210-431-6466",0011N00001FFmpNQAT
"Deforest Elderly Housing Owner Corporation, Inc. -  - 608-846-4718",0011N00001FFmpOQAT
"Marathon Housing Associates, Ltd. - ",0011N00001FFmpPQAT
"Episcopal Kyle Home, Inc. -  - 256-547-5545",0011N00001FFmpQQAT
"LAMBS RESIDENCE NO.2, INC. -  - 847-362-4636",0011N00001FFmpRQAT
"Leon N. Weiner & Associates, Inc. - BURLINGTON ASSOCIATES - 302-764-9430",0011N00001FFmpSQAT
"Sacred Heart Church Of Newton, Iowa -  - 641-792-2050",0011N00001FFmpTQAT
Town of Southampton Housing Authority -  - 914-761-6185,0011N00001FFmpUQAT
CBS Property Management - William Macfarland - 619-871-4705,0011N00001FFmpVQAT
Augustana Care Services -  - 612-238-5201,0011N00001FFmpWQAT
Oak View Apartments -  - 507-233-0815,0011N00001FFmpXQAT
"The Episcopal Housing Foundation, Inc - Lisa Legeer - 904-874-8693",0011N00001FFmpYQAT
Martin De Porres Village INC - Father Tillyer - 732-270-4952,0011N00001FFmpZQAT
Weigand-Omega Management Inc. -  - 316-263-2215,0011N00001FFmpaQAD
Eastern Parkway HAP Associates LP - Eastern LP - 718-435-0949,0011N00001FFmpbQAD
Grand Street Guild HDFC - Kevin Cronin - 718-343-3820,0011N00001FFmpcQAD
"Linden House Of Gary, Inc. -  - 219-947-8500",0011N00001FFmpdQAD
Star Real Estate - Bob Eilers - 714-378-3436,0011N00001FFmpeQAD
"Baldwin Retirement Centers, Inc. -  - 251-964-5012",0011N00001FFmpfQAD
Progress Industries -  - 641-792-6119,0011N00001FFmpgQAD
Consecra Housing Network -  - 630-766-3570,0011N00001FFmphQAD
Teresa Ruiz - Sebastian Ruiz - 949-768-5170,0011N00001FFmpiQAD
Stvincent Depaul Society Of Lane County - Terrence Donald - 541-687-5820,0011N00001FFmpjQAD
Valley Mental Health -  - 801-263-7123,0011N00001FFmpkQAD
Graces Way Inc -  - 800-553-7393,0011N00001FFmplQAD
Windham Housing Corporation -  - 330-376-8787,0011N00001FFmpmQAD
Eastwynd Apartments Llc - Ed Muelen - 253-631-9662,0011N00001FFmpnQAD
"Warrior River Associates, Inc. -  - 205-803-3000",0011N00001FFmpoQAD
"LSS Housing, Center Street, Inc. -  - 414-281-4400",0011N00001FFmppQAD
Saint Elizabeth Community -  - 401-471-6060,0011N00001FFmpqQAD
Weinberg Investments inc - Lewis Weinberg - 712-252-2201,0011N00001FFmprQAD
"SUMMERPLACE RESIDENCES OF FREDERICK, INC. -  - 301-663-8811",0011N00001FFmpsQAD
Vincent Maly -  - 608-628-7368,0011N00001FFmptQAD
Kuefler Properties LLC -  - 320-258-4433,0011N00001FFmpuQAD
Guardian Real Estate Services - Thomas Brenneke - 503-802-3613,0011N00001FFmpvQAD
Marcus & Millichap - Michael Shall - 503-200-2067,0011N00001FFmpwQAD
"Vantage Health System, Inc. -  - 201-385-4400",0011N00001FFmpxQAD
TLC Financial Network - Kevin Mitchell - 951-501-7000,0011N00001FFmpyQAD
Lai Lam - Business,0011N00001FFmpzQAD
"MINISTRY IN ACTION LIVING CENTER, INC -  - 936-634-8899",0011N00001FFmq0QAD
First United Bank - ,0011N00001FFmq1QAD
Gilmer Housing Authority -  - 903-843-3141,0011N00001FFmq2QAD
"NATH MANAGEMENT, INC. -  - 952-853-1400",0011N00001FFmq3QAD
Nebel Property Management Inc. -  - 508-676-1059,0011N00001FFmq4QAD
ST. Patrick Manor Inc -  - 330-384-1555,0011N00001FFmq5QAD
"Colony Retirement Homes III, Inc. - Arlene Lian - 508-365-7989",0011N00001FFmq6QAD
Highland Pacific Development Co - Theodore Mccaugherty - 206-568-6566,0011N00001FFmq7QAD
All Hollows Associates A Limited Partnership - Business - 864-239-1000,0011N00001FFmq8QAD
Vanguard Investment Properties - William Webster - 714-446-0100,0011N00001FFmq9QAD
"Orange Senior Citizens Residence Company, LLC -  - 212-888-2720",0011N00001FFmqAQAT
Wallick/Stern-Hendy Properties LLC -  - 614-868-5500,0011N00001FFmqBQAT
Oakley Square Limited Partnership - Oakley Partnership - 919-847-8350,0011N00001FFmqCQAT
"Behaviorcorp Properties, Llc -  - 317-587-0500",0011N00001FFmqDQAT
"Kenmore Village, Limited Partnership -  - 216-771-2175",0011N00001FFmqEQAT
"HOME, Inc. -  - 203-562-4663",0011N00001FFmqFQAT
"Whpc-Edgewood Manor, Llc -  - 608-663-6390",0011N00001FFmqGQAT
"Mercy Housing Georgia IIi, L.p. -  - 303-830-3300",0011N00001FFmqHQAT
Marango Falls Housing Corporation -  - 715-357-3334,0011N00001FFmqIQAT
Retirement Housing Foundation - Anders Plett - 562-257-5100,0011N00001FFmqJQAT
"Allegiant Property Management, Llc -  - 608-784-1381",0011N00001FFmqKQAT
Wilchar Llc - William Hsu,0011N00001FFmqLQAT
CAROL&CLYDE WILLS -  - 618-524-8411,0011N00001FFmqMQAT
"Housing Authority of Logan, KS -  - 785-689-4273",0011N00001FFmqNQAT
Friends Of Good Shepherd Manor Housing Organizatio -  - 740-289-2861,0011N00001FFmqOQAT
Burrell INC. -  - 417-269-7200,0011N00001FFmqPQAT
PUERTO RICAN LUTHERAN HOUSING CORP. - Sonia Araujo - 551-697-6429,0011N00001FFmqQQAT
Monarch Investment And Management - Bob Nicolls - 303-660-6400,0011N00001FFmqRQAT
"North Dartmouth Properties, Inc. -  - 508-996-0449",0011N00001FFmqSQAT
DKB Homes - John Brezzo - 408-292-3524,0011N00001FFmqTQAT
Carlisle Senior Housing Associates - Leon Blosser - 717-241-9173,0011N00001FFmqUQAT
"Minnisink Village Urban Renewal Associates, LLC -  - 203-322-0235",0011N00001FFmqVQAT
Springfield Housing Authority -  - 802-885-4905,0011N00001FFmqWQAT
COMMONBOND HOUSING (MN Contact) -  - 651-291-1750,0011N00001FFmqXQAT
C Street Llc -  - 208-343-6438,0011N00001FFmqYQAT
CMJ Management Company - JOSEPH CORCORAN - 508-771-8702,0011N00001FFmqZQAT
ALLENTOWN BNAI BRITH HOUSING CORPORATION -  - 610-821-0207,0011N00001FFmqaQAD
PR Associates - SCHS Associates - 401-461-8080,0011N00001FFmqbQAD
Episcopal Retirement Homes Affordable Living Llc -  - 513-272-5555,0011N00001FFmqcQAD
Dominium - LP Siou - 763-354-5551,0011N00001FFmqdQAD
"BROOKWOOD COMMUNITIES, INC -  - 631-698-2700",0011N00001FFmqeQAD
"Enterprise Homes, Inc. - Aberdeen LLLP - 410-962-0595",0011N00001FFmqfQAD
Proto Property Services LLC -  - 718-601-1483,0011N00001FFmqgQAD
80-92 Ridge Street HDFC INC -  - 212-369-5523,0011N00001FFmqhQAD
HPET-Housing Partnership Equity Trust - David Maggio - 312-602-6504,0011N00001FFmqiQAD
Cherrywood Llc -  - 208-343-6438,0011N00001FFmqjQAD
The Wavecrest Management Team Ltd - FREDERICK CAMARATA - 610-431-9756,0011N00001FFmqkQAD
"ROCHESTER MANAGEMENT, INC. -  - 716-467-2442",0011N00001FFmqlQAD
Denver Metro Village - Leon Lewis - 303-750-5910,0011N00001FFmqmQAD
Huron Housing Corporation Windy Acres -  - 419-929-3018,0011N00001FFmqnQAD
Cambridge Arms II -  - 614-481-8106,0011N00001FFmqoQAD
"Broeman Property Management, LLC -  - 859-581-9900",0011N00001FFmqpQAD
"Peace River Center Properties, Inc. -  - 863-519-0575",0011N00001FFmqqQAD
Lawrence Rosen & Associates -  - 502-228-4343,0011N00001FFmqrQAD
Kalamazoo Crosstown LDHA LP - Kalamazoo LP - 269-381-0350,0011N00001FFmqsQAD
Gibraltar Property Management - Business - 303-298-8308,0011N00001FFmqtQAD
Terrebonne Council on Aging -  - 985-868-8411,0011N00001FFmquQAD
The Morgan Group - Carter Bechtol - 713-361-7200,0011N00001FFmqvQAD
Eureka Multifamily Group -  - 817-488-2011,0011N00001FFmqwQAD
Community Housing - Julia Moore - 626-403-5880,0011N00001FFmqxQAD
Nurock Management Group Inc -  - 678-297-3400,0011N00001FFmqyQAD
"Isle View Apartments, LLC -  - 320-252-2000",0011N00001FFmqzQAD
"LA MAR MANAGEMENT, INC. -  - 770-487-5331",0011N00001FFmr0QAD
Riverlodge II Llc -  - 614-481-8106,0011N00001FFmr1QAD
Telesis Corp - Marilyn Melkonian - 202-333-8447,0011N00001FFmr2QAD
Marcus & Millichap Long Beach - Business,0011N00001FFmr3QAD
Coleman Professional Services -  - 330-673-1347,0011N00001FFmr4QAD
Garden Homes Management - Richard Freedman - 203-348-2200,0011N00001FFmr5QAD
Confederated Management Co. -  - 901-737-0304,0011N00001FFmr6QAD
Jamboree Housing Corp - Laura Archuleta - 949-263-8676,0011N00001FFmr7QAD
"Moving Real Estate, Llc -  - 407-312-1766",0011N00001FFmr8QAD
"YARCO COMPANY, INC, -  - 816-561-4240",0011N00001FFmr9QAD
"Resource Consultants and Developers, Inc. -  - 304-424-5269",0011N00001FFmrAQAT
Gandy Dancer Housing Corporation -  - 715-357-3334,0011N00001FFmrBQAT
"Bridgewell, Inc. -  - 339-883-2107",0011N00001FFmrCQAT
"BRANDYWINE AGENCY, INC. -  - 412-823-9200",0011N00001FFmrDQAT
California Human Development  Corporation - Michael Micciche - 707-523-1155,0011N00001FFmrEQAT
New Pepper Ridge Llc -  - 229-242-7759,0011N00001FFmrFQAT
"Defiance Senior Citizens Housing, Inc. -  - 419-720-3913",0011N00001FFmrGQAT
Shady Pines Apartments Inc -  - 727-490-0505,0011N00001FFmrHQAT
George J. Nichols III -  - 303-421-4309,0011N00001FFmrIQAT
Fuller Avenue Senior Citizen Housing Corp -  - 323-661-7239,0011N00001FFmrJQAT
"August Group, Inc. -  - 912-351-0100",0011N00001FFmrKQAT
Eagle Court Apts -  - 320-468-0016,0011N00001FFmrLQAT
COMMUNITY ALLIANCE HOUSING CORPORATION I -  - 402-341-5128,0011N00001FFmrMQAT
TOWN OF SANFORD HOUSING AUTHORITY -  - 207-324-6747,0011N00001FFmrNQAT
Kim Loan Thi Nguyen - Le Huynh - 714-531-9805,0011N00001FFmrOQAT
TRANSITIONAL SERVICES FOR NEW YORK INC. -  - 718-746-6647,0011N00001FFmrPQAT
Visionary Home Builders Of California Inc - Carol Ornelas - 209-466-6811,0011N00001FFmrQQAT
"Ault Manor, Inc. -  - 740-653-3583",0011N00001FFmrRQAT
Stephen Klunk - Marilyn Klunk - 714-848-0722,0011N00001FFmrSQAT
Corporate Management Inc - Richard Kipperman - 619-668-4500,0011N00001FFmrTQAT
Valentine Properties Associates - Cynthia Ginsberg - 914-273-5800,0011N00001FFmrUQAT
Charles E Burkhart Homes Inc -  - 208-935-3757,0011N00001FFmrVQAT
"Bicknell Manor, Inc -  - 812-735-2817",0011N00001FFmrWQAT
Omni New York - Inc Omni- - 401-461-4442,0011N00001FFmrXQAT
"Bradley Greenville, LLC - Brad Queener - 843-358-4886",0011N00001FFmrYQAT
"Urbancrest Affordable Housing, Llc -  - 614-221-8889",0011N00001FFmrZQAT
Lindsay--Bushwick Associates - Alan Schnay - 718-387-7675,0011N00001FFmraQAD
ST. George Housing Corporation -  - 715-357-3334,0011N00001FFmrbQAD
"Monticello Housing Co., Phase I -  - 219-583-2343",0011N00001FFmrcQAD
Housing Authority Of The City Of Oshkosh -  - 920-424-1450,0011N00001FFmrdQAD
CAMBRIDGE MANOR TENANT COUNCIL - Ruthie Legros - 312-823-5057,0011N00001FFmreQAD
"Rose Hill Senior Apartments, Inc. - LP Rose - 718-584-5101",0011N00001FFmrfQAD
"SK Management Company, Llc -  - 818-290-7402",0011N00001FFmrgQAD
B & H Apartments -  - 208-756-4918,0011N00001FFmuwQAD
Fifthteen Group - Dave Sherbal - 305-938-4300,0011N00001FFmuxQAD
Macedonia Towers LLC - Macedonia LLC - 914-723-1200,0011N00001FFmuyQAD
Westside Estates -  - 208-549-4377,0011N00001FFmuzQAD
Community Management Llc - Business - 877-444-1877,0011N00001FFmv0QAD
Tri-Ko Housing Corporation -  - 913-755-3025,0011N00001FFmv1QAD
Diversified Equities - John Dickerson - 612-378-1085,0011N00001FFmv2QAD
Speiser Dabram Management Co Inc - Benjamin Associates - 914-969-3503,0011N00001FFmv3QAD
"Hiland Management Company, LLC -  - 360-694-3343",0011N00001FFmv4QAD
Housing Authority of the Township of Middletown - Housing Middletown - 908-671-2990,0011N00001FFmv5QAD
Zinn Group - Robert Zinngrabe - 714-799-7800,0011N00001FFmv6QAD
PF Michael Walsh LLC - Chaim Puretz - 718-925-4111,0011N00001FFmv7QAD
Texas Park Manor LP -  - 972-790-3749,0011N00001FFmv8QAD
"Assisting Texas with Housing Casa De Oro Apts, Ltd -  - 512-255-7122",0011N00001FFmv9QAD
Evergreen Construction Co - VILLAGE ASSOCIATES - 516-752-1414,0011N00001FFmvAQAT
Morning Glory Photography - Sarah Gutierrez,0011N00001FFmvBQAT
Sharp amangement Corp - Revive Associates - 718-258-8800,0011N00001FFmvCQAT
"Gene B. Glick Company, Inc. -  - 317-469-0400",0011N00001FFmvDQAT
Concord Manor Ltd - Jean Sherrard - 440-774-1040,0011N00001FFmvEQAT
Shower Walls Inc. -  - 714-634-2388,0011N00001FFmvFQAT
"Heflin Oaks, Ltd. -  - 256-533-1727",0011N00001FFmvGQAT
Byers Avenue Development Co. -  - 330-762-4011,0011N00001FFmvHQAT
Calif Odd Fellows Foundation A Calif Np Corp - Marlene Bois - 408-821-0609,0011N00001FFmvIQAT
"LEAVENWORTH PLAZA, INC. - Revrend Carter - 913-328-1888",0011N00001FFmvJQAT
City Of Hack Housing Authority - Anthony Feorenzo - 201-342-4280,0011N00001FFmvKQAT
Lilianne Pham - Daniel Pham - 714-448-8987,0011N00001FFmvLQAT
Steven Doi - Vicky Feeko - 714-961-0990,0011N00001FFmvMQAT
"Presbyterian Apartments, Inc. -  - ",0011N00001FFmvNQAT
"E&C Management, Inc. -  - 212-974-0044",0011N00001FFmvOQAT
"Harmony Village, Inc. -  - 330-482-3430",0011N00001FFmvPQAT
HJ Russell & Company -  - 404-330-0928,0011N00001FFmvQQAT
Cambridge Real Estate Services -  - 503-450-0230,0011N00001FFmvRQAT
Mount Desert Housing Authority -  - 207-288-4770,0011N00001FFmvSQAT
"National Church Residences Of Johnstown, Ohio -  - 614-451-2151",0011N00001FFmvTQAT
Bradford Park - Business,0011N00001FFmvUQAT
International Place Council - Business - 425-226-5150,0011N00001FFmvVQAT
Maple Park Place Lp -  - 216-774-2376,0011N00001FFmvWQAT
Jonathan Rose Companies - Lakeland Housing - 917-542-3600,0011N00001FFmvXQAT
Vesta Corporation - Vesta LLC - 860-325-1700,0011N00001FFmvYQAT
"MC Management, LLC -  - 480-998-5400",0011N00001FFmvZQAT
Marion Village Limited -  - 614-863-4648,0011N00001FFmvaQAD
Prospect Arms Associates - Prospect ArAssociates - 718-604-1700,0011N00001FFmvbQAD
Jones Ackerman & Corman Llp - Michael Ackerman - 310-231-6646,0011N00001FFmvcQAD
"WHITEHALL MANAGEMENT, INC. -  - 518-459-4910",0011N00001FFmvdQAD
Marion Court Associates - Marion Associates - 206-709-9400,0011N00001FFmveQAD
Tampe Corp -  - 970-453-2612,0011N00001FFmvfQAD
Ocean West Capital Partners - Ted Bischak - 310-899-6099,0011N00001FFmvgQAD
"The Salvation Army, A Georgia Corporation -  - 404-728-1300",0011N00001FFmvhQAD
"Immanuel Trinity Affordable, Inc. -  - 402-829-2900",0011N00001FFmviQAD
"Millennia Housing Management, Ltd. - ",0011N00001FFmvjQAD
KI BOIS COMMUNITY ACTION -  - 918-967-3325,0011N00001FFmvkQAD
Dhi Kings Gardens Lp - Business - 801-733-6111,0011N00001FFmvlQAD
"Village Gardens, Limited -  - 307-234-9139",0011N00001FFmvmQAD
"Nantucket Community Service, Inc. -  - 508-228-6888",0011N00001FFmvnQAD
Professional Property Management Llc - Business - 815-397-3755,0011N00001FFmvoQAD
Gene B Glick Company Inc - Daivd Barrett - 317-469-0400,0011N00001FFmvpQAD
Pacific Retirement Service - Mike Morris - 888-724-6424,0011N00001FFmvqQAD
"Shiloh Housing I, Inc. -  - 740-394-9136",0011N00001FFmvrQAD
"Baptist Homes Of Western Pa, Inc - Alvin Allison - 412-572-8264",0011N00001FFmvsQAD
ISM Management Company LLC -  - 310-473-2406,0011N00001FFmvtQAD
"Pioneer II Lodge, Inc. -  - 260-347-2453",0011N00001FFmvuQAD
St Matthew Housing Development Inc - St Inc - 215-748-3310,0011N00001FFmvvQAD
Amerian Quality Housing - Charles Rieckhoff - 949-497-1855,0011N00001FFmvwQAD
Victoria Associates - Victoria Associates - 617-266-2668,0011N00001FFmvxQAD
"Lutheran Housing Services #3, Inc. -  - 419-724-1879",0011N00001FFmvyQAD
The Morgan Group - Jennifer Schaefer - 714-289-2525,0011N00001FFmvzQAD
Eric Manriquez - Business,0011N00001FFmw0QAD
Whitaker Facilities Corp - Eric Dye - 619-238-1832,0011N00001FFmw1QAD
"WOODLAND GARDEN ASSOCIATES, A MN LTD PSHIP -  - 218-724-7900",0011N00001FFmw2QAD
"LA CRESCENT ELDERLY HOUSING GROUP, INC. -  - 507-451-8524",0011N00001FFmw3QAD
METHODIST RETIREMENT COMMUNITIES -  - 281-363-2600,0011N00001FFmw4QAD
"Community Counseling Service, Inc. -  - 501-624-7111",0011N00001FFmw5QAD
Lafayette Senior Housing Association Inc - Betty Bodzak - 925-284-4242,0011N00001FFmw6QAD
"Liberty Towers, Inc. of Clarion - Louis Tripodi - 724-226-9473",0011N00001FFmw7QAD
"3550 RHODES PH. I, LLC - LLC 3550 - 312-842-5500",0011N00001FFmw8QAD
"Village Apartments of Cherry Hill , NJ , Inc. - NJ Ap - 856-424-7913",0011N00001FFmw9QAD
"Southland Realtors, Inc. -  - 423-693-6961",0011N00001FFmwAQAT
"Poweshiek Area Housing, Inc. - Chris Christinson - 641-236-8756",0011N00001FFmwBQAT
Jae Properties Inc - Edwin Johnson - 707-747-2861,0011N00001FFmwCQAT
"Valley Dream Housing Company, Inc. -  - 516-825-0077",0011N00001FFmwDQAT
Easter Seals Goodwill NRM -  - 406-761-3680,0011N00001FFmwEQAT
Northwest Mill Creek Llc -  - 208-375-9407,0011N00001FFmwFQAT
Caring-Housing Ministries Inc - David Strang - 909-599-7695,0011N00001FFmwGQAT
The William Lyon Company - The Company - 949-252-9101,0011N00001FFmwHQAT
"Spencer Housing Realty, LLC - David Eli - 718-221-4975",0011N00001FFmwIQAT
Washington County - ,0011N00001FFmwJQAT
Archuleta Housing Corporation -  - 970-264-4229,0011N00001FFmwKQAT
Housing And Community Services Agency of Lane Coun -  - 541-682-2535,0011N00001FFmwLQAT
"MILLS PROPERTY MANAGEMENT, INC. -  - 605-697-3175",0011N00001FFmwMQAT
Mary J Harding - John Harding - 951-272-6710,0011N00001FFmwNQAT
Roshan Family Trust - Business,0011N00001FFmwOQAT
"Riverbend Apts, Ltd. -  - 404-330-1000",0011N00001FFmwPQAT
